id,marker,start,end,title,desc,pic,pos,color,size,opacity,edge,mapMarker,mapColor,mapSize,where,show,click,citation,tags
resume,story,,,¿Cómo navegar esta visualización?,"<p>En la presente visualización usted podrá observar los eventos más significativos de la vida de la autora cubano-española <em>Gertrudis Gómez de Avellaneda</em> (1814 - 1873) junto con la ubicación temporal de todas sus obras publicadas, a excepción de su poesía, pues no poeseemos los datos bibliograficos de sus poemas ya que estos fueron publicados en revistas y periódicos de la época y resulta muy difícil &mdash;si no imposible&mdash; rastrearlos. Actualmente, sólo tenemos acceso su poesía gracias a la compilación de su obra completa hecha 1871 por la <em>Imprenta y Estereotipia M. de Rivadeneyra</em>. Así pues, decidimos no relacionar sus poemas porque no sería una cronología verdadera y en la línea del tiempo se vería como si todos hubiesen sido publicados en el mismo año &mdash;un desastre visual y una desinformaci&oacute;n absoluta.</p><p>Sin embargo, logramos recopilar el resto de su producción literaria, la cual incluye 11 novelas, 17 piezas de teatro y 6 leyendas. Además de que seguimos sus pasos por el mundo y sus reconocimientos artísticos, de la mano de eventos importantes de su vida personal.</p><p>La mayoría de eventos que aparecen la línea del tiempo están georreferenciados y si da clic sobre ellos el mapa lo llevará inmediatamente al lugar donde se llevó a cabo dicho acontecimiento.</p><p>No obstante, debido a que incluimos la mayor parte de sus obras en la línea del tiempo, a la par de su biografía, usted debe extender verticalmente la sección donde se encuentran los eventos para poder visualizarlo de una manera más cómoda. Si lo desea, puede volver a reducir su tamaño para visualizar la localización exacta donde se encuentra el evento que ha seleccionado &mdash;un poco engorroso pero se debe a la extensa obra de la autora y a nuestro deseo de no mutilarla.</p><p>Asímismo, en el panel derecho encontrará la sección de ""historia"" donde se mostrarán breves explicaciones sobre momentos importantes tanto en la vida de la autora como en el contexto histórico en el que se movilizaba. Usted puede moverse en dicho panel con las flechas arriba y abajo del teclado, o bien con el menú desplegable que se encuentra debajo del nombre de la autora en la parte superior, también con las flechas a lado y lado de dicho menú.</p><p><br />A continuación, les presentamos algunas claves de lectura para se familiarice con la plataforma, la visualización y, sobretodo, con <em>Gertrudis Gómez de Avellaneda</em>.</p> ",,,,,,,,,,,,,,
resume,story,,,Claves de lectura,"<p>En el panel inferior usted podrá encontrar las siguiente convenciones:</p><ul><li><span style=""color:#d35400"">Círculo naranja:</span> eventos biográficos.</li><li><span style=""color:#9b59b6"">Rombo púrpura:</span> viajes o reubicaciones.</li><li><span style=""color:#33ffff"">Triángulo cian:</span> logros y reconocimientos artísticos y literarios.</li><li><span style=""color:#c0392b"">Estrella roja</span>: obras.</li></ul><p>Además, en la parte inferior, usted puede ver 4 franjas horizontales de color verde, si hace clic sobre alguna de ellas se le mostrará los eventos comprendidos en ese lapso de tiempo. Dichas franjas hacen referencia al lugar de residencia de la autora —sabemos que era cubana, se estableció desde joven en España, pero regresó unos años a la isla, y volvió en el ocaso de su vida a la península.</p><p>Le recomendamos visualizar la línea del tiempo navegando a través de las franjas verdes debido a la abundancia de eventos en la vida de la autora satura la visualización panorámica.</p><p>Para comenzar la navegación, le recomendamos que lea primero la siguiente historia en este panel para una introducción general a la autora.</p> ",,,,,,,,,,,,,,
bio,story,1814,1873,Sobre la autora,"Gertrudis Gómez de Avellaneda (1814 - 1873) fue una novelista, dramaturga y poetisa cubano-española del Romanticismo. A pesar de que nació en Cuba, se instaló en España a los veintidós años y allí comenzó a publicar poesía. También, se dio a conocer con la novela Sab, la cual es considerada la primera novela antiesclavista (anterior incluso a Uncle Tom's Cabin —la cabaña del tío To— de la escritora estadounidense Harriet Beecher Stowe). Con formación neoclásica, es una de las figuras clave del romanticismo hispanoamericano. Además, sus personajes femeninos la convirtieron en una de las precursoras del feminismo moderno.",https://upload.wikimedia.org/wikipedia/commons/1/19/Gertrudis_G%C3%B3mez_de_Avellaneda.jpg,,,,,,,,,"-79.4807,21.2993,1125",,"where:-79.4807,21.2993,1125",, 
bio,story,1836,,Salida de Cuba,"<p>El 9 de abril de 1836 la familia de la autora zarpó hacia Europa y durante los dos meses de viaje, Gómez de Avellaneda compuso uno de sus poemas conocidos: el soneto <a href=""https://www.poemas-del-alma.com/gertrudis-gomez-de-avellaneda-al-partir.htm"" onclick=""window.open(this.href, 'Alpartir', 'resizable=no,status=no,location=no,toolbar=no,menubar=no,fullscreen=no,scrollbars=no,dependent=no'); return false;""><em>Al partir</em></a> una composición antológica por excelencia, marcada por el desgarramiento existencial el cual, posteriormente, encabezará su producción en el futuro. Este es un poema que la autora escribe mientras el barco se aleja de Cuba, por lo tanto, narra con tristeza el “exilio” voluntario al que se sometió.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Firma_de_Gertrudis_G%C3%B3mez_de_Avellaneda.svg/1920px-Firma_de_Gertrudis_G%C3%B3mez_de_Avellaneda.svg.png,,,,,,,,,"-79.4807,21.2993,1126",,"where:-79.4807,21.2993,1126",,
bio,story,1836,,Llegada a Europa,"<p>Dos meses después de su salida de Cuba, la familia y la autora llegan a la ciudad francesa Burdeos, donde permanecen alrededor de dos semanas en las cercanías del <em>Castillo de la Bréde</em> y el centro espiritual <em>La solitude.</em> Dicho centro será visitado de nuevo por la autora cuando, en 1853, su primer esposo fallece en sus brazos durante el viaje de regreso desde París hacia Madrid. Este acontecimiento deja a Gertrudis sumida en la tristeza, estado que la lleva a recluirse voluntariamente en<em> La solitude</em>.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Chateau_la_brede.jpg/800px-Chateau_la_brede.jpg,,,,,,,,,"-0.5744,44.8514",,"where:-0.64,44.8408,141",,
bio,story,1836,,Estancia en la Coruña,"Después de estas dos semanas en Burdeos, la familia se establece en La Coruña y Gertrudis Gómez de Avellaneda comienza su producción literaria con los poemas: <em>A las estrellas, La serenata, A mi jilguero</em> publicados en periódicos y revistas locales.",https://upload.wikimedia.org/wikipedia/commons/b/b2/Poetisa_Gertrudis_G%C3%B3mez.JPG,,,,,,,,,"-8.4431,43.3793,139",,"where:-8.4431,43.3793,139",,
bio,story,1839,1840,Estancia en Andalucía,"<p>Al cabo de tres años, la autora y su hermano Manuel Gómez de Avellaneda viajan a Andalucía, donde finalmente se establecen en Sevilla para 1840. Allí, Gertrudis logra publicar algunos de sus poemas en los principales diarios de la ciudad y de Cádiz. Además, ese mismo año, estrena su primera obra dramática: <em>Leoncia</em>.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Do%C3%B1a_Gertrudis_G%C3%B3mez_de_Avellaneda%2C_de_Perea.jpg/800px-Do%C3%B1a_Gertrudis_G%C3%B3mez_de_Avellaneda%2C_de_Perea.jpg,,,,,,,,,"-5.968,37.3717,70",,"where:-5.945,37.3668,141",,
bio,story,1840,1859,Instalación en Madrid,"Más tarde el mismo año Gertrudis se mudaría a Madrid, donde pasaría casi 20 años de su vida y la ciudad vería surgir y brillar su pluma en los diarios, en los libros y en los teatros. Allí, quedará en estado de embarazo a pesar de no haber contraído matrimonio. Logra subsistir, a pesar de su condición como madre soltera, debido a su creciente fama y prestigio como escritora. Sin embargo, su hija María muere a los 7 meses de nacida. En 1846 y 1856 Gertrudis contrae matrimonio con Pedro Sabater y Domingo Verdugo y Massieu, respectivamente. Ambos matrimonios llegan a su fin por la misma causa: la muerte del cónyuge. ",https://upload.wikimedia.org/wikipedia/commons/8/8b/Fiesta_en_la_Plaza_Mayor._Museo_de_Historia_de_Madrid_%28cropped%29.JPG,,,,,,,,,"-3.6849,40.4351",,"where:-3.7358,40.4265,70",,
bio,story,1859,1864,Regreso a Cuba,"Para 1859, Gertrudis Gómez de Avellaneda regresa a su natal Cuba en compañía de su segundo esposo, Domingo Verdugo y Massieu, en busca de un alivio a las heridas causadas por una riña contra un detractor de la obra Los tres amores. Ambos permanecen en la isla hasta la muerte de Domingo en 1864. Ese año, Gertrudis decide volver a España. Es interesante destacar que durante su estancia en la isla la producción literaria de la autora es mínima. En estos cinco años sólo escribe el drama “El artista barquero”, sin saberse si la causa para esta sequía literaria fue el estado de salud de su esposo o su estancia misma en la isla. ",https://images.todocuba.org/2018/08/36.-1859.-Federico-Mialhe.-El-Quitrin.-1024x688.jpg,,,,,,,,,"-82.334,23.1252",,"where:-82.34,23.1149,70",,
bio,story,1864,1873,De vuelta a España,"Ese mismo año, Gertrudis regresa a Madrid y permanece allí hasta su muerte el 1 de febrero de 1873. Estos nueve años de vida que disfrutó en la península fueron de gran apogeo literario, pues produjo alrededor de una decena de piezas que van desde teatro y leyenda, hasta novela.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Spanje%2C_Madrid%2C_Avenue_Jose_Antonio%2C_Bestanddeelnr_918-0106.jpg/800px-Spanje%2C_Madrid%2C_Avenue_Jose_Antonio%2C_Bestanddeelnr_918-0106.jpg,,,,,,,,,"-3.6329,40.432",,"where:-3.6954,40.4277,35",,
eh,story,1868,1878,Guerras independentistas,"<p>Las guerras de independencia cubanas tuvieron inicio el 10 de octubre 1868 —cuando la autora tenía ya 54 años— y finalizaron el 20 de mayo de 1902. Casi 40 años tardó la isla en independizarse de la corona española.</p><p><img alt="""" src=""https://upload.wikimedia.org/wikipedia/commons/e/e3/Independencia_de_Cuba%2C_revista_la_flaca%2C_1873..jpg"" style=""height:237px; width:400px"" /></p><p><span style=""font-size:11px"">Independencia de Cuba representada en la revista <em>La Flaca</em>, 1873.</span></p><p>Es importante entender que Gertrudis se encuentra fuera de la isla durante este periodo de Guerra, por lo que no podemos saber qué posición tenía con respecto a la independencia. Lo que sí sabemos es su estrecha relación con la corona española, tanto así que casi desempeñaba el antiguo papel del “artista de la corte”. Muchos de sus poemas están dedicados a la realeza, a sus cumpleaños y coronaciones. Algunos parecían hechos por encargo, incluso. Esto, posiblemente, generaría un conflicto de intereses en caso de que la autora estuviera a favor de la independencia cubana.</p> ",,,,,,,,,,"-79.7223,22.0245",,"where:-79.5114,21.6877,1126",,
viaje,diamond,1836,,Salida de Cuba,Gertrudis Gómez de Avellaneda zarpa junto a su familia hacia Europa el 9 de abril de 1836.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Firma_de_Gertrudis_G%C3%B3mez_de_Avellaneda.svg/1920px-Firma_de_Gertrudis_G%C3%B3mez_de_Avellaneda.svg.png,,#9900ff,,,,,,,"-82.3481,23.11",,"where:-81.9526,23.0595,281",,
viaje,diamond,1836,,Llegada a Europa,"Dos meses después llegan a Burdeos, Francia.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Chateau_la_brede.jpg/800px-Chateau_la_brede.jpg,,#9900ff,,,,,,,"-0.5744,44.8514",,"where:-0.6263,44838,70",,
viaje,diamond,1836,,Estancia en La Coruña,"La familia se estableció durante dos años en La Coruña, España.",https://upload.wikimedia.org/wikipedia/commons/b/b2/Poetisa_Gertrudis_G%C3%B3mez.JPG,,#9900ff,,,,,,,"-8.4025,43.3656",,"where:-8.443,43.3794,139",,
viaje,diamond,1839,,Estancia en Andalucía,"Junto a su hermano se instala por un año en Sevilla, España.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Do%C3%B1a_Gertrudis_G%C3%B3mez_de_Avellaneda%2C_de_Perea.jpg/800px-Do%C3%B1a_Gertrudis_G%C3%B3mez_de_Avellaneda%2C_de_Perea.jpg,,#9900ff,,,,,,,"-5.9886,37.3696",,"where:-6.0238,37.3853,70",,
viaje,diamond,1840,1859,Instalación en Madrid,En 1840  finalmente se instala en Madrid.,https://upload.wikimedia.org/wikipedia/commons/8/8b/Fiesta_en_la_Plaza_Mayor._Museo_de_Historia_de_Madrid_%28cropped%29.JPG,,#9900ff,,,,,,,"-3.6849,40.4351",,"where:-3.7358,40.4265,70",,
viaje,diamond,1859,1864,Regreso a Cuba,"Gertrudis Gómez de Avellaneda regresa a su natal Cuba en compañía de su esposo, y permanece en la isla hasta la muerte de su compañero en 1863.",https://images.todocuba.org/2018/08/36.-1859.-Federico-Mialhe.-El-Quitrin.-1024x688.jpg,,#9900ff,,,,,,,"-82.334,23.1252",,"where:-82.34,23.1149,70",,
viaje,diamond,1864,1873,De vuelta a España,Gertrudis regresa a Madrid al año siguiente de enviudar y permanece allí hasta su muerte el 1 de febrero de 1873.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Spanje%2C_Madrid%2C_Avenue_Jose_Antonio%2C_Bestanddeelnr_918-0106.jpg/800px-Spanje%2C_Madrid%2C_Avenue_Jose_Antonio%2C_Bestanddeelnr_918-0106.jpg,,#9900ff,,,,,,,"-3.6329,40.432",,"where:-3.6954,40.4277,35",,
obra,star,1840,,Leoncia,,,,#ff0000,,,,,,,"-5.9951,37.3867",,"where:-5.9783,37.382,70",,
obra,star,1841,,Sab,(novela) Imprenta de la Calle Barco No. 26,,,#ff0000,,,,,,,"-3.6767,40.4111",,"where:-3.6603,40.4005,20",,
obra,star,1842,1843,Dos mujeres,(novela) Gabinete literario.,,,#ff0000,,,,,,,"-3.6818,40.3996",,"where:-3.7038,40.4167,20",,
obra,star,1844,,Espantolino,(novela) La Prensa,,,#ff0000,,,,,,,"-8237523,133",,"where:-82.3609,23.1057,35",,
obra,star,1845,,Egilona,(novela) Imprenta de José Repullés.,,,#ff0000,,,,,,,"-3.7503,40.4263",,"where:-3.6993,40.4297,35",,
obra,star,1846,,"Guatimozín, último emperador de México",(novela) Imprenta de A. Espinosa.,,,#ff0000,,,,,,,"-3.6656,40.3881",,"where:-3.7038,40.4167,20",,
obra,star,1851,,Dolores,(novela) Imprenta de V. G. Torres.,,,#ff0000,,,,,,,"-3.7071,40.4356",,"where:-3.7038,40.4167,20",,
obra,star,1853,,La mano de Dios,(novela) Imprenta del Gobierno por S. M.,,,#ff0000,,,,,,,"-81.5813,23.0443",,"where:-81.5861,23063,35",,
obra,star,1857,,La flor del ángel (tradición guipuzcoana),(novela) A. M. Dávila,,,#ff0000,,,,,,,"-82.3551,23.1435",,"where:-82.3443,23.1201,35",,
obra,star,1861,,El artista barquero,<p><em>o los cuatro de junio</em> (novela) Imprenta El Iris</p>,,,#ff0000,,,,,,,"-82.3514,23.1315",,"where:-82.3334,23.1116,35",,
obra,star,1871,,Una anécdota de la vida de Cortés,(novela) Imprenta y Estereotipia de M. Rivadeneyra.,,,#ff0000,,,,,,,"-3.6908,40.4249",,"where:-3.7021,40.4191,35",,
obra,star,1871,,La ondina del lago azul,(novela) Imprenta y Estereotipia de M. Rivadeneyra.,,,#ff0000,,,,,,,"-3.7171,40.4133",,"where:-3.6972,40.4168,70",,
obra,star,1844,,El Príncipe de Viana,(teatro) Imprenta de José Repullés,,,#ff0000,,,,,,,"-3.6924,40.4158",,"where:-3.7038,40.4167,20",,
obra,star,1849,,Saúl,(teatro) Imprenta de José de Repullés,,,#ff0000,,,,,,,"-3.6629,40.4053",,"where:-3.7038,40.4167,20",,
obra,star,1851,,Flavio Recaredo,(teatro) Imprenta de José de Repullés.,,,#ff0000,,,,,,,"-3.6841,40.4426",,"where:-3.7038,40.4167,20",,
obra,star,1852,,Errores del corazón,(teatro) Imprenta de José de Repullés,,,#ff0000,,,,,,,"-3.7248,40.4472",,"where:-3.7038,40.4167,20",,
obra,star,1852,,La verdad vence apariencias,(teatro) Imprenta de José de Repullés.,,,#ff0000,,,,,,,"-3.6341,40.422",,"where:-3.7038,40.4167,20",,
obra,star,1852,,La hija de las flores,<p><em>Todos están locos</em> (teatro) Imprenta a cargo de C. González.</p>,,,#ff0000,,,,,,,"-3.7638,40.4307",,"where:-3.7038,40.4167,20",,
obra,star,1853,,La aventurera,(teatro) Imprenta a cargo de C. González.,,,#ff0000,,,,,,,"-3.6094,40.4218",,"where:-3.7038,40.4167,20",,
obra,star,1855,,Oráculos de Talía,<p><em>Los duendes en palacio</em> (teatro) Imprenta de Jos&eacute; Rodr&iacute;guez.</p>,,,#ff0000,,,,,,,"-3.6788,40.5025",,"where:-3.6789,40.4424,70",,
obra,star,1855,,Simpatía y antipatía,(teatro) Imprenta de José Rodríguez.,,,#ff0000,,,,,,,"-3.8252,40.4391",,"where:-3.6931,40.4279,35",,
obra,star,1855,,La hija del rey René,(teatro) Imprenta de José Rodríguez.,,,#ff0000,,,,,,,"-3.6122,40.4455",,"where:-3.6901,40.4244,35",,
obra,star,1858,,Baltasar,(teatro) Imprenta de José Rodríguez.,,,#ff0000,,,,,,,"-3.7854,40.3676",,"where:-3.7679,40.4225,70",,
obra,star,1867,,Catilina,(teatro) Imprenta y Librería de Antonio Izquierdo.,,,#ff0000,,,,,,,"-5.9752,37.3445",,"where:-5.9778,37.3819,70",,
obra,star,1869,,Munio Alfonso,(teatro) Imprenta y Estereotipia de M. Rivadeneyra.,,,#ff0000,,,,,,,"-3.6995,40.4573",,"where:-3.6982,40.4236,35",,
obra,star,1869,,Recaredo,(teatro) Imprenta y Esterotipia de M. Rivadeneyra.,,,#ff0000,,,,,,,"-3.7895,40.462",,"where:-3.7078,40.4274,35",,
obra,star,1870,,El millonario y la maleta,(teatro) Imprenta y Estereotipia de M. Rivadeneyra.,,,#ff0000,,,,,,,"-3.6879,40.3381",,"where:-3.7059,40.4261,35",,
obra,star,1858,,Los tres amores,(teatro) Imprenta de José Rodríguez.,,,#ff0000,,,,,,,"-3.6576,40.4473",,"where:-3.6836,40.4118,35",,
obra,star,1844,,La Baronesa de Joux,(leyenda) La Prensa.,,,#ff0000,,,,,,,"-82.2772,23.1174",,"where:-82.3369,23.1002,35",,
obra,star,1852,,El donativo del Diablo,<p>o <em>La velada del Helecho</em>(leyenda) Imprenta a cargo de C. González.</p>,,,#ff0000,,,,,,,"-3.6719,40.353",,"where:-3.7266,40.4106,70",,
obra,star,1871,,El Cacique de Tumerqué,(leyenda) Imprenta y Estereotipia de M. Rivadeneyra.,,,#ff0000,,,,,,,"-3.8217,40.4027",,"where:-3.7028,40.4181,35",,
obra,star,1871,,La dama de Amboto,(leyenda) Imprenta y Estereotipia de M. Rivadeneyra.,,,#ff0000,,,,,,,"-3.8015,40.3802",,"where:-3.7044,40.4189,35",,
obra,star,1871,,La bella toda y Los doce jabalíes,(leyenda) Imprenta y Estereotipia de M. Rivadeneyra.,,,#ff0000,,,,,,,"-3.7874,40.4597",,"where:-3.7044,40.4189,35",,
obra,star,1871,,La montaña maldita,(leyenda) Imprenta y Estereotipia de M. Rivadeneyra.,,,#ff0000,,,,,,,"-3.7207,40.4892",,"where:-3.7106,40.4206,35",,
